sequence_id,scenario,scenario_name,run_id,seed,api_elapsed_seconds,api_elapsed_ms,submitted_tx,routed_tx,finality_certificates,receipts,reward_events,total_reward,quarantine_events,reconfiguration_events,evidence_events,active_validators,quarantined_validators,finality_success_rate,receipt_success_rate,model_logical_throughput,mean_finality_latency_logical,mean_receipt_latency_logical,cross_shard_ratio,shard1_load,shard2_load,shard_load_std,reward_gini,reward_hhi,owner_concentration,nakamoto_coefficient,malicious_committee_probability,real_submitted_tx_per_sec,real_finality_certs_per_sec,real_receipts_per_sec,real_rewards_per_sec
593,Q6,Risky/offline validator case,93,719,0.01214184,12.1418,324,324,319,316,948,4740,5,2,967,9,5,98.4568,97.5309,2.9259,18.1336,23.7032,19.1358,128.7976,128.7936,0.002,25.0,30.1436,37.9747,1,0.0,26684.5882,26272.789,26025.7094,78077.1283
594,Q6,Risky/offline validator case,94,720,0.00847613,8.4761,256,256,247,242,726,3630,4,2,759,10,4,96.4844,94.5312,2.42,18.2664,23.8461,21.4844,93.8815,93.8963,0.0074,25.0,30.0344,40.9917,1,0.0,30202.4734,29140.6677,28550.7756,85652.3268
595,Q6,Risky/offline validator case,95,721,0.00802345,8.0235,246,246,244,238,714,3570,3,2,736,11,3,99.187,96.748,2.38,18.22,23.7432,19.5122,95.0978,94.9194,0.0892,24.6723,24.0353,31.2605,2,0.0,30660.116,30410.8468,29663.0391,88989.1173
596,Q6,Risky/offline validator case,96,722,0.00768554,7.6855,225,225,222,218,654,3270,5,2,672,9,5,98.6667,96.8889,2.18,18.3028,23.7929,22.2222,111.4379,111.5706,0.0663,32.0734,28.0013,39.8165,1,0.0,29275.7378,28885.3946,28364.937,85094.8111
597,Q6,Risky/offline validator case,97,723,0.00908785,9.0878,308,308,306,302,906,4530,6,2,922,8,6,99.3506,98.0519,2.9416,18.0808,23.5535,16.5584,127.6513,127.1861,0.2326,31.5894,34.1123,42.1192,1,0.0,33891.4082,33671.3341,33231.186,99693.5579
598,Q6,Risky/offline validator case,98,724,0.00972692,9.7269,276,276,272,266,798,3990,2,2,824,12,2,98.5507,96.3768,2.66,18.2014,23.807,19.9275,126.3726,125.977,0.1978,28.4211,22.1244,32.2556,2,0.0,28374.849,27963.6193,27346.7748,82040.3244
599,Q6,Risky/offline validator case,99,725,0.01255084,12.5508,298,298,295,292,876,4380,3,2,891,11,3,98.9933,97.9866,2.92,18.1806,23.6714,18.7919,116.3884,116.4499,0.0308,25.0,30.111,38.2192,1,0.0,23743.4345,23504.4066,23265.3788,69796.1363
600,Q6,Risky/offline validator case,100,726,0.00931744,9.3174,246,246,241,238,714,3570,3,2,733,11,3,97.9675,96.748,2.38,17.8952,23.4081,17.8862,101.5113,101.2613,0.125,30.9804,22.7519,35.5462,1,0.0,26402.0962,25865.4682,25543.4914,76630.4743
601,Q7,Hot-shard Qtum workload,1,627,0.01262295,12.623,433,433,430,403,1209,6045,0,2,1296,16,0,99.3072,93.0716,2.7921,18.4048,23.9716,22.4018,168.5573,167.8755,0.3409,29.0405,22.2277,33.0521,2,0.0,34302.5888,34064.9265,31925.966,95777.8979
602,Q7,Hot-shard Qtum workload,2,628,0.01488281,14.8828,453,453,443,420,1260,6300,0,2,1349,16,0,97.7925,92.7152,2.7815,18.4913,23.9888,25.6071,172.0105,172.1813,0.0854,26.6667,22.0,30.0,2,0.0,30437.8045,29765.8883,28220.481,84661.4429
603,Q7,Hot-shard Qtum workload,3,629,0.01486034,14.8603,430,430,422,399,1197,5985,0,2,1282,16,0,98.1395,92.7907,2.7837,18.4255,23.9395,25.1163,179.8287,179.9545,0.0629,34.1053,28.7607,36.5414,1,0.0,28936.0731,28397.7275,26849.9841,80549.9523
604,Q7,Hot-shard Qtum workload,4,630,0.01536632,15.3663,404,404,398,375,1125,5625,0,2,1206,16,0,98.5149,92.8218,2.7847,18.3393,23.902,22.7723,146.6507,146.8054,0.0774,30.0889,22.4732,34.4,1,0.0,26291.2587,25900.7945,24404.0149,73212.0447
605,Q7,Hot-shard Qtum workload,5,631,0.01352971,13.5297,349,349,341,320,960,4800,0,2,1039,16,0,97.7077,91.6905,2.7507,18.5116,23.9768,27.2206,146.2517,146.2386,0.0066,27.5417,22.0309,31.125,2,0.0,25795.0778,25203.7867,23651.6473,70954.9419
606,Q7,Hot-shard Qtum workload,6,632,0.01577228,15.7723,440,440,433,401,1203,6015,0,2,1313,16,0,98.4091,91.1364,2.7341,18.2541,23.6748,21.3636,175.3362,175.323,0.0066,32.1796,28.0081,39.5511,1,0.0,27897.0518,27453.235,25424.3585,76273.0756
607,Q7,Hot-shard Qtum workload,7,633,0.0151675,15.1675,444,444,437,413,1239,6195,0,2,1325,16,0,98.4234,93.018,2.7905,18.3237,23.887,21.6216,169.1708,169.5612,0.1952,32.7554,28.1427,38.1114,1,0.0,29273.1091,28811.5962,27229.2659,81687.7978
608,Q7,Hot-shard Qtum workload,8,634,0.01238445,12.3844,367,367,361,340,1020,5100,0,2,1095,16,0,98.3651,92.6431,2.7793,18.3606,23.8756,22.0708,145.9396,145.6258,0.1569,27.2941,24.8478,36.1765,1,0.0,29633.9409,29149.4623,27453.7872,82361.3616
609,Q7,Hot-shard Qtum workload,9,635,0.01083213,10.8321,324,324,316,287,861,4305,0,2,964,16,0,97.5309,88.5802,2.6574,18.3402,23.9298,23.4568,132.1309,132.2454,0.0572,31.3008,22.8678,35.9582,1,0.0,29911.0037,29172.4604,26495.2409,79485.7228
610,Q7,Hot-shard Qtum workload,10,636,0.01126611,11.2661,383,383,373,351,1053,5265,0,2,1139,16,0,97.389,91.6449,2.7493,18.668,24.1241,28.9817,155.7621,155.5341,0.114,32.8433,28.1778,42.1083,1,0.0,33995.7746,33108.1564,31155.3965,93466.1896
611,Q7,Hot-shard Qtum workload,11,637,0.0103557,10.3557,305,305,301,281,843,4215,0,2,911,16,0,98.6885,92.1311,2.7639,18.0076,23.5016,19.3443,133.0435,133.1504,0.0535,28.4104,22.1229,32.242,2,0.0,29452.3846,29066.1238,27134.8199,81404.4596
612,Q7,Hot-shard Qtum workload,12,638,0.01465773,14.6577,422,422,409,381,1143,5715,0,2,1253,16,0,96.9194,90.2844,2.7085,18.2119,23.7953,20.8531,159.4545,158.902,0.2763,24.21,24.0034,30.3937,2,0.0,28790.2736,27903.3695,25993.1143,77979.343
613,Q7,Hot-shard Qtum workload,13,639,0.01139007,11.3901,329,329,323,305,915,4575,0,2,981,16,0,98.1763,92.7052,2.7812,18.1347,23.6246,20.0608,127.0424,126.6126,0.2149,31.0273,22.7684,35.6066,1,0.0,28884.8042,28358.0297,26777.7061,80333.1182
614,Q7,Hot-shard Qtum workload,14,640,0.01442702,14.427,399,399,390,365,1095,5475,0,2,1188,16,0,97.7444,91.4787,2.7444,18.2111,23.7014,22.3058,147.8952,147.7769,0.0592,41.6219,40.0411,60.0,1,0.0,27656.441,27032.6115,25299.7518,75899.2554
615,Q7,Hot-shard Qtum workload,15,641,0.01403044,14.0304,426,426,417,391,1173,5865,0,2,1269,16,0,97.8873,91.784,2.7535,18.1254,23.5833,21.3615,180.0372,180.5037,0.2332,28.0392,22.0761,31.7647,2,0.0,30362.5524,29721.09,27867.9765,83603.9295
616,Q7,Hot-shard Qtum workload,16,642,0.01101525,11.0152,310,310,304,291,873,4365,0,2,924,16,0,98.0645,93.871,2.8161,18.2261,23.7813,22.2581,139.0469,138.7556,0.1457,34.8316,28.9525,37.3196,1,0.0,28142.8122,27598.1127,26417.9302,79253.7906
617,Q7,Hot-shard Qtum workload,17,643,0.01164302,11.643,345,345,337,318,954,4770,0,2,1027,16,0,97.6812,92.1739,2.7652,18.3394,23.8707,22.029,155.4145,155.6818,0.1336,32.956,28.2285,42.3899,1,0.0,29631.4975,28944.3904,27312.5108,81937.5323
618,Q7,Hot-shard Qtum workload,18,644,0.01370439,13.7044,440,440,434,415,1245,6225,0,2,1314,16,0,98.6364,94.3182,2.8295,18.1113,23.6085,19.5455,182.6566,182.5473,0.0547,29.0843,22.2362,33.1084,2,0.0,32106.5096,31668.6935,30282.2761,90846.8282
619,Q7,Hot-shard Qtum workload,19,645,0.01103216,11.0322,364,364,357,332,996,4980,0,2,1085,16,0,98.0769,91.2088,2.7363,18.3314,23.8719,23.6264,160.2082,160.2038,0.0022,26.6988,24.569,35.0602,1,0.0,32994.4334,32359.925,30093.8238,90281.4715
620,Q7,Hot-shard Qtum workload,20,646,0.01406148,14.0615,433,433,423,409,1227,6135,0,2,1289,16,0,97.6905,94.4573,2.8337,18.4423,23.9458,25.1732,173.43,173.8681,0.219,41.291,40.026,60.0,1,0.0,30793.3468,30082.1841,29086.5563,87259.6688
621,Q7,Hot-shard Qtum workload,21,647,0.01221713,12.2171,396,396,388,368,1104,5520,0,2,1180,16,0,97.9798,92.9293,2.7879,18.583,24.2099,25.5051,146.1263,145.4306,0.3478,28.9493,22.2105,32.9348,2,0.0,32413.502,31758.6838,30121.6382,90364.9146
622,Q7,Hot-shard Qtum workload,22,648,0.0127019,12.7019,369,369,360,339,1017,5085,0,2,1098,16,0,97.561,91.8699,2.7561,18.4169,23.8714,23.5772,153.9743,153.7702,0.102,40.0737,42.0004,60.0,1,0.0,29050.7742,28342.2187,26688.9227,80066.768
623,Q7,Hot-shard Qtum workload,23,649,0.01370151,13.7015,385,385,375,353,1059,5295,0,2,1145,16,0,97.4026,91.6883,2.7506,18.1744,23.5998,20.5195,155.2027,155.5116,0.1544,24.4986,24.0194,30.9348,2,0.0,28099.0948,27369.2482,25763.5856,77290.7568
624,Q7,Hot-shard Qtum workload,24,650,0.01144079,11.4408,352,352,344,316,948,4740,0,2,1048,16,0,97.7273,89.7727,2.6932,18.2491,23.8231,21.875,159.2477,159.5766,0.1645,32.8101,28.1641,42.0253,1,0.0,30767.1034,30067.8511,27620.4679,82861.4036
625,Q7,Hot-shard Qtum workload,25,651,0.01167536,11.6754,328,328,322,301,903,4515,0,2,978,16,0,98.1707,91.7683,2.753,18.3225,23.7901,23.1707,145.1416,145.2982,0.0783,27.5615,24.9909,36.6777,1,0.0,28093.3401,27579.4376,25780.7786,77342.3358
626,Q7,Hot-shard Qtum workload,26,652,0.01093938,10.9394,346,346,338,315,945,4725,0,2,1030,16,0,97.6879,91.0405,2.7312,18.0427,23.4783,17.6301,136.9649,137.1902,0.1126,30.5926,22.6228,35.0476,1,0.0,31628.8405,30897.5378,28795.0426,86385.1279
627,Q7,Hot-shard Qtum workload,27,653,0.01091722,10.9172,335,335,322,299,897,4485,0,2,992,16,0,96.1194,89.2537,2.6776,18.2718,23.7446,21.194,153.0951,152.7598,0.1676,41.3378,40.028,60.0,1,0.0,30685.4535,29494.6747,27387.9122,82163.7367
628,Q7,Hot-shard Qtum workload,28,654,0.01199026,11.9903,422,422,413,384,1152,5760,0,2,1257,16,0,97.8673,90.9953,2.7299,18.3291,23.8094,23.6967,159.5126,159.9356,0.2115,30.7986,22.6899,35.3125,1,0.0,35195.2305,34444.6213,32025.9918,96077.9753
629,Q7,Hot-shard Qtum workload,29,655,0.01037801,10.378,311,311,308,292,876,4380,0,2,930,16,0,99.0354,93.8907,2.8167,18.3837,23.8389,21.2219,128.5002,128.3235,0.0884,28.4247,22.1249,32.2603,2,0.0,29967.1951,29678.1225,28136.4018,84409.2054
630,Q7,Hot-shard Qtum workload,30,656,0.01450133,14.5013,442,442,434,414,1242,6210,0,2,1318,16,0,98.19,93.6652,2.81,18.2002,23.678,20.8145,172.851,172.5909,0.1301,31.9646,23.1342,36.8116,1,0.0,30479.9587,29928.2852,28549.1016,85647.3047
631,Q7,Hot-shard Qtum workload,31,657,0.01035521,10.3552,347,347,340,320,960,4800,0,2,1034,16,0,97.9827,92.219,2.7666,18.2648,23.6991,21.902,145.4881,145.4204,0.0339,31.625,22.9934,36.375,1,0.0,33509.7084,32833.72,30902.3247,92706.9741
632,Q7,Hot-shard Qtum workload,32,658,0.00982813,9.8281,334,334,327,307,921,4605,0,2,995,16,0,97.9042,91.9162,2.7575,18.3443,23.7527,24.2515,148.2886,148.4067,0.0591,30.0869,22.4727,34.3974,1,0.0,33984.0706,33271.8296,31236.8553,93710.566
633,Q7,Hot-shard Qtum workload,33,659,0.01344725,13.4472,457,457,449,418,1254,6270,0,2,1363,16,0,98.2495,91.4661,2.744,18.1908,23.6629,19.6937,188.569,188.7258,0.0784,25.0,30.1846,42.2967,1,0.0,33984.6488,33389.7315,31084.4271,93253.2813
634,Q7,Hot-shard Qtum workload,34,660,0.01183344,11.8334,357,357,350,327,981,4905,0,2,1064,16,0,98.0392,91.5966,2.7479,18.4748,23.9664,26.0504,143.8714,144.2409,0.1848,43.5719,40.1993,60.0,1,0.0,30168.7421,29577.1982,27633.5537,82900.6612
635,Q7,Hot-shard Qtum workload,35,661,0.01250839,12.5084,438,438,433,406,1218,6090,0,2,1309,16,0,98.8584,92.6941,2.7808,18.3022,23.8728,22.1461,167.6172,167.7164,0.0496,29.8851,22.4185,34.1379,1,0.0,35016.4941,34616.7625,32458.2115,97374.6344
636,Q7,Hot-shard Qtum workload,36,662,0.01382748,13.8275,435,435,426,406,1218,6090,0,2,1296,16,0,97.931,93.3333,2.8,18.2867,23.7045,22.5287,168.9112,169.1458,0.1173,27.1264,22.0085,30.5911,2,0.0,31459.0945,30808.2167,29361.8215,88085.4646
637,Q7,Hot-shard Qtum workload,37,663,0.00988165,9.8816,335,335,323,304,912,4560,0,2,993,16,0,96.4179,90.7463,2.7224,18.5183,24.0131,26.2687,143.1038,143.4475,0.1719,28.0,25.25,37.5,1,0.0,33901.221,32686.8489,30764.093,92292.2791
638,Q7,Hot-shard Qtum workload,38,664,0.01009936,10.0994,340,340,336,313,939,4695,0,2,1016,16,0,98.8235,92.0588,2.7618,18.167,23.5705,20.8824,143.3365,142.9232,0.2067,24.5623,24.0247,31.0543,2,0.0,33665.4963,33269.4316,30992.0598,92976.1794
